transaction_id,person_id,account_ref,timestamp,amount,debit_credit,counterparty,merchant,location_id,channel,reference_number,description,source_system
TXN00178,P007,ACC-P007,2025-11-11 16:30:00,8000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF194673,Monthly rent,Bank Core System
TXN00179,P007,ACC-P007,2025-11-13 11:00:07,1200,debit,Electricity Board,Electricity Board,,UPI,REF799849,Utility bill,Bank Core System
TXN00180,P007,ACC-P007,2025-12-10 10:25:49,42000,credit,Self-employed,Self-employed,L011,NEFT,REF124192,Salary credit,Bank Core System
TXN00181,P007,ACC-P007,2025-12-12 18:00:36,12000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF466485,Monthly rent,Bank Core System
TXN00182,P007,ACC-P007,2025-12-14 10:25:17,1200,debit,Electricity Board,Electricity Board,,UPI,REF752498,Utility bill,Bank Core System
TXN00183,P007,ACC-P007,2026-01-11 11:15:46,75000,credit,Self-employed,Self-employed,L011,NEFT,REF820112,Salary credit,Bank Core System
TXN00184,P007,ACC-P007,2026-01-13 15:45:43,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF650278,Monthly rent,Bank Core System
TXN00185,P007,ACC-P007,2026-01-15 17:35:29,950,debit,Electricity Board,Electricity Board,,UPI,REF496126,Utility bill,Bank Core System
TXN00186,P007,ACC-P007,2026-02-07 10:25:35,55000,credit,Self-employed,Self-employed,L011,NEFT,REF840278,Salary credit,Bank Core System
TXN00187,P007,ACC-P007,2026-02-09 15:35:28,9500,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF183629,Monthly rent,Bank Core System
TXN00188,P007,ACC-P007,2026-02-11 15:25:55,1200,debit,Electricity Board,Electricity Board,,UPI,REF371279,Utility bill,Bank Core System
TXN00189,P007,ACC-P007,2025-10-24 18:45:14,1414,debit,Water Board,Nandipur City Mall,L001,IMPS,REF356193,Miscellaneous,Bank Core System
TXN00190,P007,ACC-P007,2025-09-18 12:55:56,4268,debit,Highway Auto Works,Cafe Coffee Junction,L002,Debit Card,REF648130,Online purchase,Bank Core System
TXN00191,P007,ACC-P007,2025-10-07 08:25:48,4204,debit,Local Kirana Store,Electricity Board,L003,IMPS,REF217762,Grocery,Bank Core System
TXN00192,P007,ACC-P007,2025-10-14 14:15:53,239,debit,Union Trust Bank,Local Kirana Store,L014,Cash Deposit,REF690838,Miscellaneous,Bank Core System
TXN00193,P007,ACC-P007,2025-11-06 20:10:21,3946,debit,Highway Auto Works,Amazon,L016,UPI,REF799180,Restaurant payment,Bank Core System
TXN00194,P007,ACC-P007,2026-02-18 08:00:28,3030,debit,Highway Auto Works,Union Trust Bank,L021,Debit Card,REF246488,Miscellaneous,Bank Core System
TXN00195,P008,ACC-P008,2025-09-12 10:45:30,68000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF848304,Salary credit,Bank Core System
TXN00196,P008,ACC-P008,2025-09-14 17:15:59,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF210109,Monthly rent,Bank Core System
TXN00197,P008,ACC-P008,2025-09-16 09:50:28,950,debit,Electricity Board,Electricity Board,,UPI,REF460480,Utility bill,Bank Core System
TXN00198,P008,ACC-P008,2025-10-10 09:30:50,32000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF824363,Salary credit,Bank Core System
TXN00199,P008,ACC-P008,2025-10-12 13:00:18,12000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF933701,Monthly rent,Bank Core System
TXN00200,P008,ACC-P008,2025-10-14 09:05:37,1200,debit,Electricity Board,Electricity Board,,UPI,REF954541,Utility bill,Bank Core System
TXN00201,P008,ACC-P008,2025-11-12 11:15:59,68000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF303805,Salary credit,Bank Core System
TXN00202,P008,ACC-P008,2025-11-14 18:55:54,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF896024,Monthly rent,Bank Core System
TXN00203,P008,ACC-P008,2025-11-16 19:25:06,1500,debit,Electricity Board,Electricity Board,,UPI,REF227387,Utility bill,Bank Core System
TXN00204,P008,ACC-P008,2025-12-09 09:35:41,28000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF614473,Salary credit,Bank Core System
TXN00205,P008,ACC-P008,2025-12-11 16:40:36,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF764365,Monthly rent,Bank Core System
TXN00206,P008,ACC-P008,2025-12-13 20:25:58,1200,debit,Electricity Board,Electricity Board,,UPI,REF711374,Utility bill,Bank Core System
TXN00207,P008,ACC-P008,2026-01-08 11:45:33,75000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF758920,Salary credit,Bank Core System
TXN00208,P008,ACC-P008,2026-01-10 15:45:30,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF324169,Monthly rent,Bank Core System
TXN00209,P008,ACC-P008,2026-01-12 17:45:08,1200,debit,Electricity Board,Electricity Board,,UPI,REF706279,Utility bill,Bank Core System
TXN00210,P008,ACC-P008,2026-02-08 09:45:21,28000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF322008,Salary credit,Bank Core System
TXN00211,P008,ACC-P008,2026-02-10 18:35:30,12000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF185059,Monthly rent,Bank Core System
TXN00212,P008,ACC-P008,2026-02-12 11:25:51,800,debit,Electricity Board,Electricity Board,,UPI,REF958878,Utility bill,Bank Core System
TXN00213,P008,ACC-P008,2025-12-29 11:45:49,423,debit,Amazon,BSNL Broadband,L003,Cash Deposit,REF571820,Fuel purchase,Bank Core System
TXN00214,P008,ACC-P008,2026-04-13 18:05:56,970,debit,Spice Route Restaurant,Union Trust Bank,L023,NEFT,REF339503,Online purchase,Bank Core System
TXN00215,P008,ACC-P008,2026-01-27 21:00:23,4441,debit,Amazon,Spice Route Restaurant,L017,IMPS,REF698582,Online purchase,Bank Core System
TXN00216,P008,ACC-P008,2025-10-09 15:15:26,501,debit,Water Board,Amazon,L012,Cash Deposit,REF134290,Online purchase,Bank Core System
TXN00217,P008,ACC-P008,2026-01-29 10:55:04,1343,debit,Flipkart,Flipkart,L006,Cash Deposit,REF571043,Miscellaneous,Bank Core System
TXN00218,P008,ACC-P008,2025-09-19 16:30:21,3965,debit,Cafe Coffee Junction,Nandipur City Mall,L026,Debit Card,REF701523,Restaurant payment,Bank Core System
TXN00219,P008,ACC-P008,2026-02-23 08:55:14,533,debit,BSNL Broadband,Amazon,L021,IMPS,REF904437,Online purchase,Bank Core System
TXN00220,P008,ACC-P008,2025-09-18 18:40:15,3708,debit,HP Fuel Station,Amazon,L004,UPI,REF901177,Online purchase,Bank Core System
TXN00221,P008,ACC-P008,2026-03-25 15:45:43,3881,debit,Nandipur City Mall,Water Board,L026,ATM Withdrawal,REF571602,Fuel purchase,Bank Core System
TXN00222,P008,ACC-P008,2025-09-26 19:50:16,2544,debit,Electricity Board,Water Board,L001,Cash Deposit,REF527492,Miscellaneous,Bank Core System
TXN00223,P008,ACC-P008,2025-09-19 20:45:19,3270,debit,HP Fuel Station,Nandipur City Mall,L014,UPI,REF968339,Grocery,Bank Core System
TXN00224,P008,ACC-P008,2026-02-23 18:05:22,4378,debit,Cafe Coffee Junction,Cafe Coffee Junction,L005,IMPS,REF410974,Online purchase,Bank Core System
TXN00225,P009,ACC-P009,2025-09-12 11:55:07,75000,credit,Riverbank Realty,Riverbank Realty,L027,NEFT,REF960894,Salary credit,Bank Core System
TXN00226,P009,ACC-P009,2025-09-14 14:05:51,12000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF576116,Monthly rent,Bank Core System
TXN00227,P009,ACC-P009,2025-09-16 20:20:04,800,debit,Electricity Board,Electricity Board,,UPI,REF468290,Utility bill,Bank Core System
TXN00228,P009,ACC-P009,2025-10-10 09:00:05,55000,credit,Riverbank Realty,Riverbank Realty,L027,NEFT,REF144506,Salary credit,Bank Core System
TXN00229,P009,ACC-P009,2025-10-12 16:25:07,15000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF108931,Monthly rent,Bank Core System
TXN00230,P009,ACC-P009,2025-10-14 09:20:24,950,debit,Electricity Board,Electricity Board,,UPI,REF165027,Utility bill,Bank Core System
TXN00231,P009,ACC-P009,2025-11-11 11:30:15,35000,credit,Riverbank Realty,Riverbank Realty,L027,NEFT,REF757177,Salary credit,Bank Core System
TXN00232,P009,ACC-P009,2025-11-13 17:25:12,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF667311,Monthly rent,Bank Core System
TXN00233,P009,ACC-P009,2025-11-15 20:55:36,950,debit,Electricity Board,Electricity Board,,UPI,REF356986,Utility bill,Bank Core System
TXN00234,P009,ACC-P009,2025-12-10 11:20:38,68000,credit,Riverbank Realty,Riverbank Realty,L027,NEFT,REF571686,Salary credit,Bank Core System
TXN00235,P009,ACC-P009,2025-12-12 11:15:27,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF447675,Monthly rent,Bank Core System
TXN00236,P009,ACC-P009,2025-12-14 20:25:35,800,debit,Electricity Board,Electricity Board,,UPI,REF377217,Utility bill,Bank Core System
TXN00237,P009,ACC-P009,2026-01-08 10:45:19,42000,credit,Riverbank Realty,Riverbank Realty,L027,NEFT,REF694683,Salary credit,Bank Core System
TXN00238,P009,ACC-P009,2026-01-10 12:15:33,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF908126,Monthly rent,Bank Core System
TXN00239,P009,ACC-P009,2026-01-12 19:20:18,1500,debit,Electricity Board,Electricity Board,,UPI,REF129611,Utility bill,Bank Core System
TXN00240,P009,ACC-P009,2026-02-10 10:40:24,28000,credit,Riverbank Realty,Riverbank Realty,L027,NEFT,REF122960,Salary credit,Bank Core System
TXN00241,P009,ACC-P009,2026-02-12 17:05:09,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF941657,Monthly rent,Bank Core System
TXN00242,P009,ACC-P009,2026-02-14 11:05:39,1500,debit,Electricity Board,Electricity Board,,UPI,REF645655,Utility bill,Bank Core System
TXN00243,P009,ACC-P009,2025-11-04 12:35:04,615,debit,Spice Route Restaurant,Highway Auto Works,L027,Debit Card,REF262859,Fuel purchase,Bank Core System
TXN00244,P009,ACC-P009,2026-02-25 11:35:30,3318,debit,Flipkart,Flipkart,L005,UPI,REF923283,Restaurant payment,Bank Core System
TXN00245,P009,ACC-P009,2026-01-23 15:00:50,448,debit,Union Trust Bank,Amazon,L011,ATM Withdrawal,REF534709,Restaurant payment,Bank Core System
TXN00246,P009,ACC-P009,2025-10-08 09:45:46,606,debit,Water Board,Flipkart,L021,Debit Card,REF930650,Miscellaneous,Bank Core System
TXN00247,P009,ACC-P009,2025-12-06 14:05:03,1930,debit,Flipkart,Highway Auto Works,L011,NEFT,REF907726,Grocery,Bank Core System
TXN00248,P009,ACC-P009,2025-12-09 11:00:46,2092,debit,Union Trust Bank,Spice Route Restaurant,L021,Debit Card,REF710426,Miscellaneous,Bank Core System
TXN00249,P009,ACC-P009,2026-02-28 17:55:39,3451,debit,Flipkart,Amazon,L012,ATM Withdrawal,REF131446,Grocery,Bank Core System
TXN00250,P009,ACC-P009,2025-12-09 16:25:24,357,debit,Spice Route Restaurant,Amazon,L015,Cash Deposit,REF955074,Miscellaneous,Bank Core System
TXN00251,P009,ACC-P009,2025-09-24 13:35:32,807,debit,HP Fuel Station,Union Trust Bank,L009,Credit Card,REF331511,Online purchase,Bank Core System
TXN00252,P009,ACC-P009,2025-11-08 16:20:38,1473,debit,Flipkart,HP Fuel Station,L024,UPI,REF904400,Grocery,Bank Core System
TXN00253,P010,ACC-P010,2025-09-12 11:55:11,42000,credit,Kalinga Softtech Pvt Ltd,Kalinga Softtech Pvt Ltd,L010,NEFT,REF652247,Salary credit,Bank Core System
TXN00254,P010,ACC-P010,2025-09-14 12:10:42,15000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF893234,Monthly rent,Bank Core System
TXN00255,P010,ACC-P010,2025-09-16 12:20:11,1500,debit,Electricity Board,Electricity Board,,UPI,REF482171,Utility bill,Bank Core System
TXN00256,P010,ACC-P010,2025-10-11 11:50:21,28000,credit,Kalinga Softtech Pvt Ltd,Kalinga Softtech Pvt Ltd,L010,NEFT,REF903981,Salary credit,Bank Core System
TXN00257,P010,ACC-P010,2025-10-13 12:50:18,12000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF375938,Monthly rent,Bank Core System
TXN00258,P010,ACC-P010,2025-10-15 17:15:38,1200,debit,Electricity Board,Electricity Board,,UPI,REF768140,Utility bill,Bank Core System
TXN00259,P010,ACC-P010,2025-11-10 09:30:14,68000,credit,Kalinga Softtech Pvt Ltd,Kalinga Softtech Pvt Ltd,L010,NEFT,REF253327,Salary credit,Bank Core System
TXN00260,P010,ACC-P010,2025-11-12 17:45:45,12000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF160600,Monthly rent,Bank Core System
TXN00261,P010,ACC-P010,2025-11-14 16:00:56,1500,debit,Electricity Board,Electricity Board,,UPI,REF450497,Utility bill,Bank Core System
TXN00262,P010,ACC-P010,2025-12-09 09:10:09,28000,credit,Kalinga Softtech Pvt Ltd,Kalinga Softtech Pvt Ltd,L010,NEFT,REF889002,Salary credit,Bank Core System
TXN00263,P010,ACC-P010,2025-12-11 14:30:15,8000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF897143,Monthly rent,Bank Core System
TXN00264,P010,ACC-P010,2025-12-13 17:55:28,1200,debit,Electricity Board,Electricity Board,,UPI,REF864355,Utility bill,Bank Core System
TXN00265,P010,ACC-P010,2026-01-08 10:15:17,32000,credit,Kalinga Softtech Pvt Ltd,Kalinga Softtech Pvt Ltd,L010,NEFT,REF289377,Salary credit,Bank Core System
TXN00266,P010,ACC-P010,2026-01-10 18:45:23,15000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF780734,Monthly rent,Bank Core System
TXN00267,P010,ACC-P010,2026-01-12 14:00:01,950,debit,Electricity Board,Electricity Board,,UPI,REF278752,Utility bill,Bank Core System
TXN00268,P010,ACC-P010,2026-02-09 10:25:51,35000,credit,Kalinga Softtech Pvt Ltd,Kalinga Softtech Pvt Ltd,L010,NEFT,REF204507,Salary credit,Bank Core System
TXN00269,P010,ACC-P010,2026-02-11 15:10:36,9500,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF570123,Monthly rent,Bank Core System
TXN00270,P010,ACC-P010,2026-02-13 18:35:25,1500,debit,Electricity Board,Electricity Board,,UPI,REF399536,Utility bill,Bank Core System
TXN00271,P010,ACC-P010,2026-01-13 11:10:03,571,debit,Local Kirana Store,Amazon,L016,Credit Card,REF191368,Miscellaneous,Bank Core System
TXN00272,P010,ACC-P010,2025-10-26 09:10:37,702,debit,BSNL Broadband,Flipkart,L010,IMPS,REF574428,Fuel purchase,Bank Core System
TXN00273,P010,ACC-P010,2026-03-17 11:35:35,3743,debit,Electricity Board,Flipkart,L020,Cash Deposit,REF119670,Grocery,Bank Core System
TXN00274,P010,ACC-P010,2026-02-08 20:05:50,707,debit,Flipkart,Spice Route Restaurant,L013,UPI,REF843194,Online purchase,Bank Core System
TXN00275,P010,ACC-P010,2026-04-23 14:00:52,3811,debit,Nandipur City Mall,Nandipur City Mall,L021,ATM Withdrawal,REF850637,Grocery,Bank Core System
TXN00276,P010,ACC-P010,2025-11-28 17:10:22,782,debit,Highway Auto Works,BSNL Broadband,L024,IMPS,REF782752,Online purchase,Bank Core System
TXN00277,P010,ACC-P010,2026-02-18 18:25:43,2619,debit,Amazon,Nandipur City Mall,L010,UPI,REF745978,Online purchase,Bank Core System
TXN00278,P011,ACC-P011,2025-09-13 11:20:11,28000,credit,Nandipur City Hospital,Nandipur City Hospital,L027,NEFT,REF474409,Salary credit,Bank Core System
TXN00279,P011,ACC-P011,2025-09-15 16:00:41,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF911270,Monthly rent,Bank Core System
TXN00280,P011,ACC-P011,2025-09-17 17:45:34,800,debit,Electricity Board,Electricity Board,,UPI,REF283192,Utility bill,Bank Core System
TXN00281,P011,ACC-P011,2025-10-12 11:45:19,32000,credit,Nandipur City Hospital,Nandipur City Hospital,L027,NEFT,REF699387,Salary credit,Bank Core System
TXN00282,P011,ACC-P011,2025-10-14 16:25:06,15000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF958008,Monthly rent,Bank Core System
TXN00283,P011,ACC-P011,2025-10-16 16:25:46,1500,debit,Electricity Board,Electricity Board,,UPI,REF500635,Utility bill,Bank Core System
TXN00284,P011,ACC-P011,2025-11-09 10:35:50,35000,credit,Nandipur City Hospital,Nandipur City Hospital,L027,NEFT,REF903741,Salary credit,Bank Core System
TXN00285,P011,ACC-P011,2025-11-11 12:20:02,15000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF149167,Monthly rent,Bank Core System
TXN00286,P011,ACC-P011,2025-11-13 15:05:15,1500,debit,Electricity Board,Electricity Board,,UPI,REF851585,Utility bill,Bank Core System
TXN00287,P011,ACC-P011,2025-12-09 09:00:17,35000,credit,Nandipur City Hospital,Nandipur City Hospital,L027,NEFT,REF712978,Salary credit,Bank Core System
TXN00288,P011,ACC-P011,2025-12-11 12:15:52,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF333225,Monthly rent,Bank Core System
TXN00289,P011,ACC-P011,2025-12-13 20:50:57,800,debit,Electricity Board,Electricity Board,,UPI,REF476592,Utility bill,Bank Core System
TXN00290,P011,ACC-P011,2026-01-11 11:20:25,75000,credit,Nandipur City Hospital,Nandipur City Hospital,L027,NEFT,REF802874,Salary credit,Bank Core System
TXN00291,P011,ACC-P011,2026-01-13 11:20:35,12000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF323114,Monthly rent,Bank Core System
TXN00292,P011,ACC-P011,2026-01-15 13:40:17,800,debit,Electricity Board,Electricity Board,,UPI,REF252431,Utility bill,Bank Core System
TXN00293,P011,ACC-P011,2026-02-09 09:25:56,55000,credit,Nandipur City Hospital,Nandipur City Hospital,L027,NEFT,REF920771,Salary credit,Bank Core System
TXN00294,P011,ACC-P011,2026-02-11 16:55:14,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF580225,Monthly rent,Bank Core System
TXN00295,P011,ACC-P011,2026-02-13 20:10:22,1200,debit,Electricity Board,Electricity Board,,UPI,REF304002,Utility bill,Bank Core System
TXN00296,P011,ACC-P011,2025-12-31 22:50:21,2811,debit,Water Board,Local Kirana Store,L005,UPI,REF338153,Restaurant payment,Bank Core System
TXN00297,P011,ACC-P011,2025-09-27 19:05:20,3019,debit,BSNL Broadband,Spice Route Restaurant,L009,ATM Withdrawal,REF628521,Online purchase,Bank Core System
TXN00298,P011,ACC-P011,2025-10-29 09:55:58,2764,debit,Local Kirana Store,Union Trust Bank,L025,Debit Card,REF841830,Fuel purchase,Bank Core System
TXN00299,P011,ACC-P011,2026-02-14 19:55:12,4248,debit,Electricity Board,Spice Route Restaurant,L027,NEFT,REF726836,Online purchase,Bank Core System
TXN00300,P011,ACC-P011,2025-10-29 11:15:56,3206,debit,Highway Auto Works,Flipkart,L006,Credit Card,REF695240,Miscellaneous,Bank Core System
TXN00301,P011,ACC-P011,2026-01-07 11:10:47,1027,debit,Highway Auto Works,Amazon,L008,NEFT,REF658240,Miscellaneous,Bank Core System
TXN00302,P011,ACC-P011,2025-09-28 19:05:00,2554,debit,Water Board,Cafe Coffee Junction,L024,Cash Deposit,REF224722,Fuel purchase,Bank Core System
TXN00303,P011,ACC-P011,2026-03-31 16:25:57,4332,debit,Spice Route Restaurant,Nandipur City Mall,L024,NEFT,REF536616,Grocery,Bank Core System
TXN00304,P011,ACC-P011,2025-12-07 13:20:12,615,debit,Local Kirana Store,Highway Auto Works,L011,Cash Deposit,REF638654,Online purchase,Bank Core System
TXN00305,P011,ACC-P011,2026-01-06 16:05:11,3928,debit,Cafe Coffee Junction,Union Trust Bank,L011,IMPS,REF654899,Grocery,Bank Core System
TXN00306,P011,ACC-P011,2026-02-03 21:35:59,3748,debit,Nandipur City Mall,Spice Route Restaurant,L006,Cash Deposit,REF597401,Miscellaneous,Bank Core System
TXN00307,P011,ACC-P011,2026-04-19 19:35:36,1383,debit,Local Kirana Store,HP Fuel Station,L021,NEFT,REF587218,Grocery,Bank Core System
TXN00308,P012,ACC-P012,2025-09-13 09:05:05,68000,credit,Nandipur City Hospital,Nandipur City Hospital,L022,NEFT,REF211326,Salary credit,Bank Core System
TXN00309,P012,ACC-P012,2025-09-15 12:10:28,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF798906,Monthly rent,Bank Core System
TXN00310,P012,ACC-P012,2025-09-17 17:35:14,950,debit,Electricity Board,Electricity Board,,UPI,REF323565,Utility bill,Bank Core System
TXN00311,P012,ACC-P012,2025-10-11 10:35:11,35000,credit,Nandipur City Hospital,Nandipur City Hospital,L022,NEFT,REF523723,Salary credit,Bank Core System
TXN00312,P012,ACC-P012,2025-10-13 11:55:37,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF495408,Monthly rent,Bank Core System
TXN00313,P012,ACC-P012,2025-10-15 18:40:46,950,debit,Electricity Board,Electricity Board,,UPI,REF235716,Utility bill,Bank Core System
TXN00314,P012,ACC-P012,2025-11-12 11:35:52,75000,credit,Nandipur City Hospital,Nandipur City Hospital,L022,NEFT,REF372340,Salary credit,Bank Core System
TXN00315,P012,ACC-P012,2025-11-14 18:10:19,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF144344,Monthly rent,Bank Core System
TXN00316,P012,ACC-P012,2025-11-16 10:40:32,950,debit,Electricity Board,Electricity Board,,UPI,REF351540,Utility bill,Bank Core System
TXN00317,P012,ACC-P012,2025-12-11 10:15:29,42000,credit,Nandipur City Hospital,Nandipur City Hospital,L022,NEFT,REF943856,Salary credit,Bank Core System
TXN00318,P012,ACC-P012,2025-12-13 11:35:01,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF110460,Monthly rent,Bank Core System
TXN00319,P012,ACC-P012,2025-12-15 14:00:45,1200,debit,Electricity Board,Electricity Board,,UPI,REF115600,Utility bill,Bank Core System
TXN00320,P012,ACC-P012,2026-01-09 11:25:24,35000,credit,Nandipur City Hospital,Nandipur City Hospital,L022,NEFT,REF801186,Salary credit,Bank Core System
TXN00321,P012,ACC-P012,2026-01-11 13:55:26,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF134985,Monthly rent,Bank Core System
TXN00322,P012,ACC-P012,2026-01-13 13:20:50,1500,debit,Electricity Board,Electricity Board,,UPI,REF966450,Utility bill,Bank Core System
TXN00323,P012,ACC-P012,2026-02-07 11:55:31,42000,credit,Nandipur City Hospital,Nandipur City Hospital,L022,NEFT,REF810823,Salary credit,Bank Core System
TXN00324,P012,ACC-P012,2026-02-09 18:10:02,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF831273,Monthly rent,Bank Core System
TXN00325,P012,ACC-P012,2026-02-11 20:45:46,950,debit,Electricity Board,Electricity Board,,UPI,REF677840,Utility bill,Bank Core System
TXN00326,P012,ACC-P012,2026-01-17 10:00:33,3667,debit,Flipkart,Local Kirana Store,L011,IMPS,REF245915,Online purchase,Bank Core System
TXN00327,P012,ACC-P012,2025-09-11 20:45:17,1106,debit,Union Trust Bank,Union Trust Bank,L027,Debit Card,REF207095,Restaurant payment,Bank Core System
TXN00328,P012,ACC-P012,2025-11-04 11:10:39,1308,debit,Amazon,Flipkart,L007,ATM Withdrawal,REF891446,Fuel purchase,Bank Core System
TXN00329,P012,ACC-P012,2026-01-01 11:35:06,2678,debit,BSNL Broadband,Water Board,L020,Debit Card,REF128588,Miscellaneous,Bank Core System
TXN00330,P012,ACC-P012,2025-12-16 15:25:47,1110,debit,Water Board,Cafe Coffee Junction,L016,Cash Deposit,REF698821,Online purchase,Bank Core System
TXN00331,P012,ACC-P012,2025-10-30 08:05:22,1430,debit,Union Trust Bank,Flipkart,L001,ATM Withdrawal,REF852718,Restaurant payment,Bank Core System
TXN00332,P012,ACC-P012,2025-09-29 20:20:24,273,debit,Union Trust Bank,HP Fuel Station,L023,IMPS,REF183985,Restaurant payment,Bank Core System
TXN00333,P012,ACC-P012,2025-09-17 12:40:12,1073,debit,Spice Route Restaurant,BSNL Broadband,L004,UPI,REF220659,Online purchase,Bank Core System
TXN00334,P012,ACC-P012,2026-03-04 10:15:19,735,debit,Flipkart,Amazon,L023,Cash Deposit,REF805609,Miscellaneous,Bank Core System
TXN00335,P012,ACC-P012,2025-10-18 08:40:01,2495,debit,BSNL Broadband,Water Board,L012,ATM Withdrawal,REF102183,Restaurant payment,Bank Core System
TXN00336,P013,ACC-P013,2025-09-11 09:45:42,28000,credit,Sethi & Associates,Sethi & Associates,L022,NEFT,REF789935,Salary credit,Bank Core System
TXN00337,P013,ACC-P013,2025-09-13 10:45:50,12000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF216228,Monthly rent,Bank Core System
TXN00338,P013,ACC-P013,2025-09-15 13:55:14,950,debit,Electricity Board,Electricity Board,,UPI,REF684069,Utility bill,Bank Core System
TXN00339,P013,ACC-P013,2025-10-12 09:15:52,75000,credit,Sethi & Associates,Sethi & Associates,L022,NEFT,REF359910,Salary credit,Bank Core System
TXN00340,P013,ACC-P013,2025-10-14 14:10:34,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF642587,Monthly rent,Bank Core System
TXN00341,P013,ACC-P013,2025-10-16 17:20:36,1500,debit,Electricity Board,Electricity Board,,UPI,REF250945,Utility bill,Bank Core System
TXN00342,P013,ACC-P013,2025-11-12 09:50:03,68000,credit,Sethi & Associates,Sethi & Associates,L022,NEFT,REF223805,Salary credit,Bank Core System
TXN00343,P013,ACC-P013,2025-11-14 16:45:24,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF159180,Monthly rent,Bank Core System
TXN00344,P013,ACC-P013,2025-11-16 10:35:05,1200,debit,Electricity Board,Electricity Board,,UPI,REF306147,Utility bill,Bank Core System
TXN00345,P013,ACC-P013,2025-12-11 11:15:19,32000,credit,Sethi & Associates,Sethi & Associates,L022,NEFT,REF471925,Salary credit,Bank Core System
TXN00346,P013,ACC-P013,2025-12-13 10:30:41,8000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF590766,Monthly rent,Bank Core System
TXN00347,P013,ACC-P013,2025-12-15 15:55:19,800,debit,Electricity Board,Electricity Board,,UPI,REF800372,Utility bill,Bank Core System
TXN00348,P013,ACC-P013,2026-01-09 10:50:27,35000,credit,Sethi & Associates,Sethi & Associates,L022,NEFT,REF142645,Salary credit,Bank Core System
TXN00349,P013,ACC-P013,2026-01-11 15:00:59,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF293717,Monthly rent,Bank Core System
TXN00350,P013,ACC-P013,2026-01-13 17:20:27,1200,debit,Electricity Board,Electricity Board,,UPI,REF404421,Utility bill,Bank Core System
TXN00351,P013,ACC-P013,2026-02-09 09:00:00,68000,credit,Sethi & Associates,Sethi & Associates,L022,NEFT,REF766427,Salary credit,Bank Core System
TXN00352,P013,ACC-P013,2026-02-11 12:55:03,12000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF233630,Monthly rent,Bank Core System
TXN00353,P013,ACC-P013,2026-02-13 19:55:44,800,debit,Electricity Board,Electricity Board,,UPI,REF482834,Utility bill,Bank Core System
TXN00354,P013,ACC-P013,2026-04-05 19:10:57,3659,debit,Cafe Coffee Junction,Water Board,L007,NEFT,REF312370,Online purchase,Bank Core System
TXN00355,P013,ACC-P013,2025-10-24 21:55:43,1883,debit,Union Trust Bank,Union Trust Bank,L026,Cash Deposit,REF177016,Restaurant payment,Bank Core System
